2000 10000
1684 1600 71
284 909 62
1483 70 87
1814 444 79
1311 89 35
370 1 93
732 559 25
1127 322 8
148 1407 13
1404 1589 89
906 1273 41
1176 1909 51
1137 1392 73
1623 1207 69
1053 870 58
1187 1240 60
1631 324 71
1808 1804 93
567 1952 53
379 1708 42
1019 614 67
1259 1790 76
761 1280 20
333 1255 79
701 661 49
1511 200 41
322 1832 18
1692 1992 22
1737 559 26
1189 1290 35
582 309 1
1248 1568 44
175 330 24
494 1015 31
373 69 92
1473 1580 45
166 1902 77
1183 1594 21
356 1683 80
1833 872 22
1019 1454 31
820 1054 51
763 1581 33
338 428 49
1520 1153 18
1364 626 50
1408 792 52
1636 327 98
1856 1035 82
987 1221 54
1408 240 61
490 1060 67
1140 175 49
825 865 77
1173 386 30
1942 102 8
291 1510 53
894 1146 32
1091 1002 20
972 341 41
78 1749 81
638 239 94
956 1731 21
856 556 87
832 81 25
313 375 27
773 666 37
377 1912 35
308 1004 89
1627 1976 30
519 54 79
1652 1044 70
1845 1 1
917 857 10
503 42 91
827 707 67
1605 1832 85
1893 209 98
1327 870 2
467 497 30
1596 1369 37
826 1021 81
647 1218 34
1848 135 44
309 639 38
499 1818 97
1417 1776 30
1002 1669 91
851 997 61
1352 1464 11
533 1413 80
1769 591 1
402 1239 19
1035 1439 54
1230 1748 45
1819 599 16
1116 17 92
597 1371 61
287 222 10
848 1926 27
258 459 92
1037 581 83
1189 983 22
559 370 61
1712 1601 61
209 1772 61
524 888 30
967 1485 1
1079 1773 75
541 973 53
1467 1231 64
158 620 45
1792 1809 80
666 720 51
626 432 4
1039 993 76
51 1869 17
1080 836 2
1832 1916 27
1158 457 100
410 276 83
825 786 55
1822 578 16
1801 1244 36
503 223 69
1158 1614 14
1234 1665 84
902 1097 20
55 929 88
1334 439 97
1585 1201 73
1068 26 59
1522 1848 90
490 1650 86
1825 505 61
1945 1664 75
1059 1250 92
42 152 89
213 559 70
301 1893 9
1197 1479 10
722 899 37
1032 773 37
1921 1263 39
759 1089 45
1819 1034 9
846 445 11
1537 487 15
1678 701 74
747 1354 68
256 551 47
1317 1273 46
405 306 19
1342 579 35
280 1690 24
1724 1510 10
1184 708 56
246 597 95
1460 275 48
1234 1375 2
901 1631 6
399 1300 31
796 1706 37
1966 1048 69
400 1680 59
275 1757 21
1185 941 81
892 1540 79
1086 1000 6
686 234 81
1287 1487 64
792 1886 65
275 682 71
63 649 71
431 1401 51
842 1677 8
1114 862 2
95 106 42
25 1192 94
230 1878 29
1811 1518 68
1726 662 55
590 937 89
1512 1001 90
1834 1784 44
1485 626 21
1244 1741 35
297 188 41
890 213 33
484 443 64
664 606 34
331 333 96
237 923 34
1178 788 87
1119 622 71
462 459 50
1482 1704 43
1716 353 31
408 1244 44
293 1728 87
56 392 94
1689 723 79
336 1313 54
1921 491 42
507 1610 17
1230 425 76
579 1907 32
373 1976 86
3 384 30
1846 677 58
484 1085 2
1377 1126 77
1307 1463 90
161 1736 33
1802 244 96
418 1826 21
1846 757 80
977 1130 56
814 1133 93
1543 1331 22
352 1815 60
1553 1545 86
1830 852 1
1771 1013 38
204 816 34
599 1586 60
1419 1784 17
498 762 99
1906 1576 32
1698 1472 63
871 1824 78
1130 1730 75
868 1912 28
420 1683 41
1709 1887 9
1594 486 48
953 257 32
1421 756 46
1019 662 75
102 712 47
516 1935 23
746 1066 5
520 286 17
1147 1058 1
1140 768 40
300 362 27
1047 1668 36
1579 1441 92
1576 813 6
1150 915 70
548 1432 6
1771 178 24
1075 698 62
644 198 20
1544 1338 88
683 1990 3
661 1038 23
897 969 64
240 545 77
598 1696 93
1667 244 77
1024 367 7
1799 1795 57
860 439 55
980 335 45
219 1018 36
1821 32 26
1443 1281 95
859 1521 40
735 471 36
1879 491 33
455 1515 100
1561 1315 95
70 527 34
424 1507 21
821 79 92
1208 1900 24
633 1696 57
1027 907 30
318 1642 2
954 1522 93
538 329 60
137 243 27
1884 313 55
69 1089 62
590 1910 41
481 1470 94
756 103 42
312 1482 49
1741 1801 43
1642 1107 17
386 1645 47
646 1782 42
572 18 7
1026 88 96
1340 678 59
1732 1511 29
377 267 85
718 579 67
318 672 68
1561 667 75
1029 1053 20
827 51 55
868 624 25
1574 2 13
1722 1694 43
132 1427 6
12 1804 73
1996 875 4
1815 1193 29
1082 1106 96
1809 136 49
180 963 53
686 184 29
1211 110 31
175 184 26
170 316 5
1675 329 9
1800 677 36
503 492 82
231 1927 40
626 88 76
427 268 92
631 955 28
1459 518 38
289 693 75
1166 863 91
1822 539 72
283 339 2
1618 1194 46
499 1778 73
839 756 13
1666 1535 82
1809 166 89
136 1625 7
926 267 52
1900 1785 16
1542 1608 7
1866 1891 98
867 1509 92
712 361 70
837 1200 27
1049 1218 62
1882 1028 29
1670 1516 6
328 442 73
1680 694 59
1895 237 67
1353 103 58
1150 1322 19
141 34 80
1263 1223 80
789 625 51
202 507 79
1782 530 95
988 858 90
460 890 84
70 1137 73
936 490 28
45 1640 50
664 134 37
1643 1397 60
175 538 85
1925 1092 45
1055 875 75
1701 215 33
790 1027 76
926 1098 13
1650 34 4
478 432 96
979 1096 30
1515 1091 27
1275 1618 17
11 1895 10
1255 950 37
1029 1004 52
14 1794 79
1889 1072 77
901 723 64
756 1201 48
252 180 96
1881 1696 39
1260 1323 58
1528 1686 5
889 942 56
1125 323 12
1576 337 6
1407 578 79
335 1832 2
1650 588 55
1397 840 87
592 1074 35
1231 686 10
1840 214 97
344 1104 39
151 581 62
962 510 52
1920 1917 82
1598 604 14
351 255 3
657 4 95
1143 597 21
30 180 59
239 372 74
135 716 30
1325 1220 11
839 182 21
690 102 90
1471 52 95
437 755 50
1991 1764 54
737 1260 3
558 1290 35
1416 1881 7
841 17 76
1722 1342 96
833 181 30
805 1223 85
695 1047 89
1189 1484 97
290 1475 61
1395 212 73
1098 770 63
1684 539 45
291 1732 14
318 1455 8
1565 288 42
994 1445 65
878 140 12
1519 1681 96
915 1971 23
427 1367 36
1200 817 58
1614 501 97
1910 1144 82
223 1814 37
231 1379 77
772 374 22
888 1604 63
1700 1475 44
347 390 68
470 1170 87
805 370 4
262 1984 57
611 1895 54
1044 470 68
580 701 100
756 1825 26
729 714 30
843 766 58
287 1113 48
406 1935 18
1892 1092 40
547 1707 25
55 670 72
1060 1714 42
1880 294 96
79 1402 21
1004 131 87
1885 975 5
242 1614 19
1342 372 6
1611 616 99
251 1163 6
1227 1570 76
98 631 42
1791 863 36
186 942 90
759 298 73
397 183 100
802 778 66
672 120 38
477 1731 54
1727 334 69
684 1561 92
311 11 23
1652 1803 86
1639 341 80
1380 1452 78
1253 202 13
452 1004 91
1970 28 63
1507 857 95
13 585 29
33 1621 43
1624 1933 54
198 1937 9
1635 1577 3
14 957 55
1043 562 9
256 1367 65
598 1337 93
1061 844 3
1607 1209 40
487 1243 61
929 867 46
1735 1066 84
343 1053 61
1997 1068 70
1104 463 33
412 1071 100
1077 1670 37
121 1083 33
23 690 95
862 1177 38
1675 459 57
420 194 75
1455 889 29
67 887 49
1637 1991 12
121 755 84
1620 1832 6
808 306 89
1192 329 79
786 1544 8
1975 1571 19
384 1991 65
210 1799 55
1090 1866 94
1038 1503 37
1802 1624 92
1637 1596 77
1142 756 83
1730 301 64
1360 1439 60
519 1415 31
138 151 75
302 361 74
1708 1452 92
353 842 96
989 996 72
733 633 21
661 1775 29
895 1857 30
1810 1217 70
622 89 37
652 227 40
1378 881 1
1903 590 5
295 943 100
542 285 96
765 1370 82
585 383 57
1866 1630 67
1095 1440 36
116 62 25
904 1067 52
1843 797 34
1496 701 76
952 1348 71
1251 242 8
899 1007 30
1180 1945 13
1588 1811 43
206 1258 36
42 1375 98
1966 631 17
470 475 15
1855 1971 68
1830 923 16
1452 527 58
1360 1426 17
989 958 62
1354 898 25
1348 1105 84
783 1147 11
633 1465 42
1549 1935 17
1263 1790 40
30 1972 64
497 1425 91
1206 1137 69
923 126 79
936 1832 77
761 1181 82
1844 316 81
1006 949 47
447 499 34
364 114 25
955 497 49
118 994 74
160 553 11
1980 1828 90
758 764 74
435 1525 7
1568 1721 24
1849 727 25
1947 1175 24
1980 1891 91
1804 846 88
305 1317 34
1878 1829 39
941 1810 67
482 920 32
1855 1355 9
762 1276 31
337 1477 10
861 1424 37
237 1404 28
1727 1561 27
66 1866 96
1751 96 25
1990 1389 87
56 1871 8
1239 79 15
1948 1193 91
730 1530 68
591 743 92
1628 980 97
555 1059 10
1033 1477 76
828 1229 24
805 1571 14
591 1979 37
1298 1219 68
1713 1519 13
1755 601 43
923 1192 39
1514 820 19
1862 1728 31
123 1113 8
250 294 89
474 1099 60
439 42 40
275 1341 11
895 1406 30
707 1161 83
402 436 75
840 303 48
610 517 28
1440 641 41
100 891 35
1988 1365 86
1448 1804 29
1239 432 22
249 1679 80
778 386 93
612 788 30
1638 1980 33
1485 591 50
1764 383 43
1157 483 35
491 824 100
1629 272 57
809 1511 41
1682 112 20
1961 1242 6
105 1854 47
334 1492 27
1218 1330 70
620 1094 6
662 251 89
1596 1095 65
248 1076 89
1056 1885 52
296 1567 64
1215 1880 6
872 337 60
1318 1024 5
97 242 35
1466 1214 81
1571 229 33
512 1825 80
628 425 56
1017 1481 41
1268 129 60
1984 1696 92
1589 569 29
1401 239 53
705 688 48
1339 507 62
1419 78 91
103 942 69
1882 1571 46
737 940 80
1829 560 9
840 544 6
1731 134 27
1312 1887 18
1564 592 7
763 283 14
825 54 44
1467 510 39
287 392 62
1533 1482 2
612 1663 14
172 504 59
1429 587 45
1255 1899 32
25 1816 76
1131 579 11
1096 1756 17
1491 1576 27
829 1863 72
442 1748 54
995 712 69
109 1237 73
119 666 61
263 274 12
646 299 28
1621 1782 60
1583 878 68
1599 721 44
126 1903 60
1397 345 60
502 1341 25
1270 1802 62
895 1921 28
755 536 2
1218 1182 1
1498 1155 83
357 738 13
1324 337 35
220 463 38
979 212 35
1838 714 28
1762 337 30
1275 1232 3
1103 339 39
1556 1557 21
1957 1055 76
491 1764 66
256 1441 4
390 1661 19
779 992 32
1513 830 98
293 945 35
874 220 67
1377 1675 6
415 1232 16
988 1541 23
715 32 88
1181 288 29
336 1030 42
1954 161 34
137 27 16
1035 320 13
621 1194 34
1440 923 61
597 1339 93
1312 679 34
1435 1746 19
1674 927 59
1354 1263 42
695 1570 3
1028 59 82
895 1446 2
1708 68 49
1093 1508 72
153 105 63
798 1770 94
983 1205 41
1553 879 68
412 233 84
1005 1280 6
1759 660 65
541 1555 12
1994 1263 32
994 708 40
566 862 97
180 12 67
474 995 24
514 549 55
1833 1313 40
768 318 20
1273 429 80
190 970 88
201 1317 3
632 311 12
923 1229 26
1671 1410 38
190 1884 85
1913 750 86
1220 935 99
759 1704 69
1579 977 51
1410 1167 21
1149 1720 90
152 352 2
215 1627 83
1140 1299 93
429 1489 29
713 1402 31
1899 622 67
749 1734 71
270 1665 100
220 1427 20
1492 577 40
82 729 45
1335 1296 72
1817 436 23
62 865 12
542 1930 67
1773 181 41
291 1283 75
161 1553 40
1712 125 68
431 1969 97
1223 51 78
719 1738 74
1842 1908 10
265 322 27
176 864 9
1842 989 43
483 1280 26
857 1793 31
1249 1506 8
1068 289 77
1464 1512 29
1293 583 19
66 426 27
1627 691 1
405 1219 66
1113 1062 55
355 1897 88
1232 1106 81
1662 355 39
569 1775 29
1446 1591 93
726 884 77
1744 1302 55
1023 929 46
623 1334 65
1440 800 79
1247 1155 76
334 388 83
1566 402 90
305 972 66
1685 770 9
577 1848 94
405 1592 96
659 967 78
1956 1943 64
473 1383 64
403 982 20
1879 1668 60
813 1235 62
102 1892 86
1519 1577 8
880 506 56
1125 1264 1
672 275 68
1149 584 63
1313 1409 99
276 1812 81
747 43 50
1606 856 37
1220 1311 29
157 1182 58
1865 62 16
1420 1539 80
920 212 56
1388 1361 40
502 1026 49
1000 1655 13
833 402 57
1982 361 65
1070 1581 76
1698 90 11
607 1955 25
22 1376 65
702 296 77
9 36 90
1900 539 69
1200 1891 24
312 724 26
1820 1058 39
185 128 20
212 178 11
1422 785 18
1399 808 94
915 1862 91
291 223 79
1732 123 70
200 1323 62
323 1987 86
1201 1808 97
439 1993 25
1611 557 4
873 1980 41
90 1731 49
684 646 63
1926 1289 86
1556 1021 61
1726 1574 36
1787 1897 24
924 1450 84
1120 1890 77
1797 1501 34
300 374 66
1940 816 49
741 1500 95
1755 1778 36
993 1335 10
705 1413 84
1741 1552 33
1116 828 84
299 301 26
1827 98 27
1560 750 53
1978 1042 21
478 135 74
1625 1891 52
60 1236 39
1869 1941 52
1252 1682 4
1237 1150 33
320 1449 86
1645 1276 84
823 1189 34
727 1519 76
1447 1997 64
20 1622 55
724 1683 43
762 1904 84
566 1509 19
1921 746 21
105 1066 71
590 1063 47
1173 238 36
858 965 7
1586 764 5
449 785 27
1555 1861 62
1897 975 67
532 1541 76
1202 1815 74
1023 1920 92
645 511 55
1543 36 45
1279 1247 62
1237 833 26
841 1634 63
420 1189 24
33 1438 100
1551 322 93
578 1877 8
351 1252 29
1542 249 92
1796 1792 80
992 1423 27
1153 661 12
79 1502 46
141 274 87
417 308 77
1668 1859 52
460 438 29
1068 789 33
1596 332 82
1339 480 74
1118 1473 98
145 978 59
356 1057 13
554 1551 88
1940 1968 96
1117 1636 7
1320 448 45
1048 1516 87
732 1464 19
665 803 51
38 1922 76
1187 419 55
997 1127 12
662 1681 15
601 1974 35
848 1443 23
954 763 72
1499 163 88
1185 895 53
1555 1560 8
757 1950 82
1433 1490 1
1087 839 81
150 1501 62
765 102 88
51 950 31
974 257 94
345 1756 9
1584 1293 4
1936 1200 16
1444 1957 19
1577 1742 61
1778 829 100
1458 1332 54
1171 449 8
859 500 11
1989 1474 68
235 171 76
643 1756 21
299 44 73
1866 1840 30
1736 1418 73
1096 1196 54
1648 1006 86
53 177 87
912 1388 88
722 1730 14
1141 1965 38
1668 960 94
1488 1259 90
1212 1126 31
542 862 49
1966 311 97
571 1959 55
509 364 84
895 1276 73
134 1999 3
1200 1492 20
437 1161 80
1782 1001 92
1171 214 18
753 1108 32
1753 1074 95
301 1997 54
1855 506 70
1939 1402 47
1763 1888 98
1317 1088 90
836 1877 51
1667 1659 5
1758 1183 19
975 1936 27
1759 1690 53
853 343 50
259 199 57
28 490 11
1426 605 51
823 1922 40
1713 1110 69
115 777 81
1519 536 64
1137 1863 52
215 1622 94
367 828 38
869 1439 37
1877 1819 79
639 1246 84
1289 69 58
1380 1782 68
1349 250 45
1329 1769 81
844 1259 45
295 1826 19
1789 546 99
1626 1415 38
14 1644 58
892 283 4
727 1572 73
484 1305 8
1351 654 58
995 335 79
1528 1179 90
1924 1826 17
294 1615 63
1493 1593 30
130 1607 74
939 851 57
642 1578 81
767 62 86
1026 1413 92
1535 761 79
1813 641 58
55 917 37
1771 1211 4
385 704 98
414 1187 57
87 126 9
43 1121 87
1923 1888 2
1461 1266 67
1652 801 80
531 966 21
940 1021 38
1528 1144 2
1732 1529 6
1529 1943 45
1637 30 72
245 425 45
784 701 85
1385 162 51
103 166 4
1583 697 70
55 1990 44
1445 1518 88
46 1602 18
1703 1131 61
548 769 92
1871 1366 17
667 150 70
1351 1887 32
1301 343 99
756 1926 48
825 1981 90
268 1778 9
856 1824 63
973 1880 95
1385 780 16
1476 651 34
345 1318 37
266 1021 76
1998 674 19
248 1430 45
1195 255 79
485 876 57
1645 84 34
407 1409 14
653 794 46
20 623 97
754 1320 67
342 1586 88
1817 1936 14
1636 184 44
1732 1380 51
1810 217 27
19 214 63
404 973 72
669 1979 19
1714 351 42
1410 1457 14
1128 1799 100
1867 1617 37
1280 1253 73
123 1337 53
1573 1148 22
252 1519 88
1366 1923 14
1890 592 93
1208 306 44
1501 68 2
1114 1196 53
665 1415 70
153 695 75
1826 1170 13
1230 1095 13
1204 1699 32
1743 1066 55
1256 956 47
1100 516 5
1296 17 73
597 1483 21
401 500 88
1471 1006 83
497 832 53
861 414 100
373 1970 100
1404 1714 66
710 970 74
608 71 90
812 1367 59
1436 316 94
1608 717 94
1195 540 100
1829 1390 84
1633 251 99
533 625 69
1132 381 35
1149 1092 6
122 1700 29
1963 865 48
1821 653 64
1514 262 33
59 1809 26
1259 1639 16
1642 1624 19
792 157 44
1913 1289 26
747 438 70
904 912 22
1132 875 87
1079 1048 41
1694 914 55
1379 974 16
1956 585 7
1923 579 32
141 1724 89
985 1637 31
562 736 21
1231 1641 34
304 1125 61
1891 557 62
483 603 28
1689 334 54
704 290 39
1711 213 19
342 355 43
1482 1692 32
1912 606 68
1133 189 61
1266 493 87
978 384 96
1739 1219 99
119 908 34
1472 1965 76
1411 1676 42
281 370 97
875 1852 41
1458 117 47
777 1250 36
1738 868 29
176 1846 66
1171 1938 37
1121 57 98
1406 1881 63
1982 1292 91
1123 1925 61
971 1152 65
863 610 82
1009 1388 84
1696 1126 52
876 1654 51
793 1177 41
1930 650 50
327 57 31
1041 391 76
1431 1866 1
543 1189 54
1859 52 64
941 1413 4
1624 1461 82
1528 337 36
1278 1483 65
1670 1413 16
119 92 25
801 1133 68
776 564 86
1029 1107 75
82 966 79
97 259 44
1853 236 5
734 116 94
1622 1394 77
1686 1416 42
753 1535 34
1877 688 67
96 1465 83
181 494 42
1807 928 61
1837 1025 20
1632 1230 8
888 1965 24
482 1587 70
1910 1625 86
752 379 73
37 608 62
104 705 27
1438 886 73
1880 1046 1
1640 883 78
1659 516 9
619 1404 26
1342 238 13
164 501 38
49 1253 69
174 1642 78
635 98 35
913 1537 21
1685 1417 19
1737 1057 55
814 1068 71
1474 39 27
99 1382 18
663 1546 19
853 1947 72
1421 121 66
950 1108 65
1184 21 2
657 58 71
1175 147 28
929 1314 48
1551 788 88
1578 1240 22
195 1903 20
1665 756 67
36 530 41
401 1480 49
1217 665 23
1218 1322 33
988 849 81
167 131 95
767 1682 35
1054 1612 75
1427 159 79
1346 1824 87
1564 212 17
1904 966 98
1705 183 15
1879 1754 37
111 1094 38
491 1262 69
537 381 52
1372 1435 16
1446 1214 76
1776 560 52
863 476 65
479 733 83
1928 438 66
42 317 72
1830 780 67
468 1272 81
1236 1809 62
39 1181 49
807 980 63
1734 756 75
485 1619 51
1801 451 84
83 379 74
901 422 91
1824 252 72
1490 720 96
770 309 57
783 700 91
231 1507 71
893 1593 79
819 79 99
870 232 50
1653 668 29
1579 1921 3
1469 1745 56
492 1236 28
1139 358 37
1948 1142 90
1938 1373 49
1260 619 43
1338 1438 74
1388 308 6
1889 314 26
770 1893 47
72 1714 93
1979 559 81
607 50 39
1895 1998 81
236 288 7
85 1900 26
1527 1239 16
1752 979 77
1857 1221 43
1335 1991 88
381 415 2
1525 395 13
1905 1354 16
996 1249 14
1228 1486 3
834 1923 3
1411 1450 94
1779 1202 26
455 1411 47
1797 746 90
1384 1480 5
1037 1005 100
1602 1263 54
217 259 56
830 1487 94
84 674 17
1239 437 19
1984 216 73
1709 671 36
1007 820 35
296 204 15
353 1594 72
452 1196 35
258 1765 94
1665 947 34
910 1384 8
1726 623 45
696 959 62
1220 1021 85
1155 28 6
189 677 62
1055 1030 56
927 1834 4
61 444 21
1807 109 69
1040 1371 53
947 1449 28
1643 145 87
204 1365 8
141 873 89
546 1062 18
1859 118 48
767 1397 82
870 1458 79
1443 1265 88
611 657 12
1515 1604 61
1042 1600 7
1880 156 24
1740 297 97
1980 1195 12
897 1055 82
844 1822 79
977 1044 89
1555 487 55
595 1450 64
1006 965 21
866 359 21
1224 592 77
948 332 27
1896 664 22
1907 1561 77
740 405 99
618 1734 44
307 1290 31
1613 237 34
1576 1595 99
1496 461 11
1368 38 55
1045 1338 87
1371 1234 51
892 1494 64
1821 234 21
219 1205 55
14 1864 97
297 1477 34
30 1405 81
1080 902 95
490 270 33
844 1667 71
1882 1390 57
1584 283 3
847 456 90
867 675 95
974 690 59
370 987 88
356 1369 93
1936 449 47
330 1292 70
1114 488 89
1236 723 80
945 307 15
147 1507 71
288 726 98
1282 1700 88
492 423 27
1531 1131 96
1624 1067 46
1322 1750 38
1643 864 78
1632 453 1
1011 1398 9
1025 1545 68
1847 1834 94
1344 1468 47
1884 313 22
1410 1844 53
306 1820 20
3 1495 22
992 1138 39
469 770 92
670 1781 90
1530 1158 87
249 1357 73
1694 702 42
1192 586 7
1113 348 51
165 1006 24
637 1009 19
858 353 57
648 1175 80
539 197 61
180 79 72
1719 328 81
1091 22 83
1932 1567 21
1790 680 22
1493 846 28
1016 1835 90
386 1045 43
542 1694 18
1821 585 15
1234 1118 94
157 837 74
789 1928 49
1772 213 16
44 3 96
665 1496 94
293 864 29
1282 1250 27
976 145 21
1846 1966 58
560 1552 76
1706 61 13
1531 851 94
1379 975 7
794 1371 10
1242 37 59
887 682 23
368 316 74
894 1644 19
1466 1490 37
623 403 42
1251 109 55
715 1640 6
108 1372 33
1714 518 5
1676 1760 94
1134 1000 28
1808 1368 96
1381 614 40
1099 80 31
1488 1055 86
1429 306 95
1783 1022 87
1341 1482 11
225 1549 30
481 1225 90
1126 711 42
453 519 10
800 253 24
792 1704 56
1922 1192 12
1807 973 70
153 1109 44
491 450 27
202 1027 76
431 1509 53
772 635 64
114 1441 35
1175 241 88
851 1033 93
606 1307 85
1417 1466 11
887 1971 20
1730 463 22
408 1017 49
635 1800 58
87 924 46
602 1390 87
1637 566 80
1276 1417 66
268 23 73
805 1793 92
315 1032 63
1286 1114 78
707 1523 47
1155 158 47
1465 246 24
410 1200 14
1148 837 80
127 114 49
844 734 25
517 1539 18
360 206 50
174 1492 64
452 199 39
450 1707 98
249 1172 96
972 1934 96
1085 1082 86
1765 1561 100
565 406 34
1389 1275 26
6 1635 32
7 1809 77
1123 613 76
1761 1064 83
558 1313 7
305 637 41
901 1722 23
686 1839 37
937 405 43
1570 1794 70
447 153 5
1531 512 66
107 1635 32
882 1397 48
1717 307 13
1723 613 50
1664 1514 72
1038 552 12
1974 1489 69
1668 1411 63
637 211 68
1593 1742 81
711 1849 68
442 1083 65
1941 800 73
753 524 86
202 540 52
1725 1930 56
1088 257 97
856 277 8
771 1267 71
1190 860 13
1770 1923 62
690 717 46
654 658 98
1278 1763 74
163 1965 14
1266 43 97
921 1131 54
769 340 31
29 1111 98
1499 301 11
712 424 86
125 1114 4
270 120 62
1568 1399 26
93 1914 43
1159 1533 38
155 454 22
1760 1576 62
1290 1605 25
440 1104 78
802 1816 54
1087 1942 20
442 564 41
104 484 40
1881 578 6
1975 1737 39
465 244 46
86 4 22
47 1646 27
1823 438 31
1900 1240 100
754 680 42
1073 1122 58
1865 1578 95
1704 1811 73
162 139 62
1800 604 6
245 690 10
266 1089 8
1892 912 47
975 812 39
1874 1918 19
1067 1344 42
824 1209 72
1418 1266 84
942 1428 23
203 1228 27
60 1474 69
1921 92 58
1429 337 70
1375 1312 34
913 1538 5
1484 605 49
1177 1781 58
448 1552 24
1883 494 52
1457 1050 81
1635 1462 7
503 1384 99
460 1165 88
1681 892 52
67 157 90
371 1641 95
19 818 77
876 1619 29
1352 1854 75
903 1312 77
35 947 40
641 1803 24
1692 263 41
1431 297 33
483 364 90
1072 735 84
267 754 54
1595 1982 73
475 1334 80
201 590 92
978 625 91
1217 1619 94
1192 1311 10
332 1094 59
364 1577 23
905 650 58
1088 1269 64
442 1216 46
1766 43 33
945 244 23
1788 1574 48
1931 791 67
1876 335 30
437 667 25
1295 1383 54
517 641 4
826 1729 73
1889 523 41
1287 290 84
19 1587 29
1693 1376 3
1640 1307 47
1559 1535 82
1140 1973 2
1816 1268 37
70 1786 78
973 964 60
1498 854 83
1238 493 25
1022 864 13
1402 557 89
1356 549 48
102 108 83
1536 1601 56
1637 1417 77
1825 1839 63
303 813 27
1214 663 33
296 253 26
21 1627 42
1333 1029 99
373 386 49
1072 840 9
954 376 62
1162 365 80
638 191 71
252 846 36
830 60 99
615 708 5
892 729 32
34 414 14
1732 787 52
332 1859 92
1393 1166 21
54 680 86
485 1670 29
756 274 27
191 1104 87
642 71 96
1346 964 77
1677 998 92
1742 1082 31
193 1767 43
1485 1160 61
1505 1566 93
242 52 63
1523 1160 89
1649 1351 93
1836 345 65
1083 1691 81
1411 1721 79
154 1815 61
1685 9 28
1779 1846 40
1039 1351 7
1683 1945 59
1645 1468 71
233 1118 74
277 1306 20
393 741 63
1473 152 36
1903 307 52
1416 344 61
343 123 7
1135 1514 10
1141 1197 7
1551 1194 28
1121 1779 98
394 408 56
365 802 97
380 627 1
115 531 60
18 1947 4
1930 642 79
1688 1777 45
797 1270 94
556 1173 88
1783 294 19
832 1041 28
1187 1758 82
635 138 9
235 254 40
847 272 39
1802 555 82
1233 243 11
177 1393 82
671 1949 55
710 84 2
529 1268 95
1108 455 53
489 1442 44
849 29 98
1389 876 22
579 679 77
412 1912 73
23 441 66
1256 1112 15
1662 175 51
363 1056 19
809 164 26
662 1005 68
1005 1854 97
1954 1595 74
1527 175 5
1656 587 17
28 962 10
1793 218 23
1859 1881 50
361 596 58
1779 1406 74
4 420 79
23 1777 85
1719 83 81
292 1610 8
248 1618 47
116 1998 62
426 143 80
200 354 13
149 715 10
1506 846 16
1379 1202 88
609 1225 65
1693 945 48
725 1589 10
284 1838 29
431 1954 79
1892 380 23
1923 580 77
1836 1081 93
697 587 91
964 318 94
1651 927 19
115 973 16
1014 1698 6
1523 1983 96
3 766 50
482 1010 83
1104 933 15
432 769 97
476 1818 36
1367 782 7
1460 433 34
1130 900 59
1746 1914 58
1951 1790 93
698 1793 59
1399 627 69
481 1731 2
496 516 24
1944 992 42
1979 359 77
685 1819 10
671 950 63
1629 1048 77
286 1351 19
1630 49 13
1388 1448 40
508 1930 24
562 778 40
1737 722 84
730 1053 44
506 1739 15
716 762 17
530 391 65
1906 1030 16
1425 660 65
1089 401 14
1380 909 96
1755 1471 74
646 1560 48
530 291 1
773 797 92
1539 1865 54
1256 395 46
20 302 76
136 79 88
300 1520 41
265 1252 51
160 1008 74
1185 1654 35
932 536 26
85 1661 75
976 1201 41
630 457 36
675 477 90
102 965 21
541 1266 41
1382 1883 46
1484 396 54
1409 1581 60
895 866 97
672 1303 10
1247 279 11
1687 909 20
522 1936 98
364 390 63
284 1284 81
77 1018 17
1122 502 13
1527 1911 46
1586 807 64
534 1831 67
1144 1078 47
1306 765 8
1926 1640 97
1375 356 39
1789 640 23
1470 1069 41
1738 191 95
50 1718 7
295 1657 66
1759 543 97
877 39 28
1923 1346 93
583 1624 85
1179 999 41
517 788 34
1492 610 3
1132 348 47
1627 750 65
385 1398 74
302 1509 70
50 386 9
877 662 7
822 1245 31
406 424 82
699 1293 23
1632 785 85
1986 270 34
532 249 36
1149 634 34
1774 1288 43
943 1338 30
152 216 92
1058 1038 37
1941 1796 13
174 847 58
1196 831 44
1181 818 66
1866 1702 15
1301 851 1
135 626 89
829 1569 79
1558 73 95
1301 1484 85
289 1425 34
1701 1951 81
1111 1148 13
1306 681 31
1771 899 33
837 200 37
537 687 63
1877 1869 84
555 1427 58
1450 1081 42
86 1370 19
519 1424 70
1800 535 70
1912 193 3
1194 1964 2
178 801 55
14 1690 94
828 1567 63
1212 474 43
1669 1924 24
1962 363 94
32 882 70
53 1034 57
1223 1298 50
1777 492 14
879 671 67
885 1037 9
1578 1866 28
141 1078 3
483 1099 79
258 1413 42
1051 1445 77
1973 1498 11
1429 1073 10
1079 1203 54
1044 434 77
163 1319 15
971 897 81
1699 1390 11
1253 225 62
731 483 75
573 1887 72
1649 1860 22
111 1641 48
1872 1072 51
126 117 85
1402 632 4
68 1955 53
248 6 44
210 1259 69
1623 1991 5
449 916 92
720 917 52
1194 1028 45
741 1253 18
1491 1379 87
675 1133 19
1530 1202 74
1282 1802 81
777 365 40
498 1988 83
702 438 99
793 1510 16
1096 704 97
1040 1445 50
409 1288 81
1895 315 14
13 1845 16
439 1480 71
871 609 36
