5000 25000
2896 3234 49
1115 903 86
2969 1391 95
1003 3060 55
3875 1226 73
2740 4744 57
2004 4005 95
4236 396 94
1370 2228 75
4276 1785 7
2714 1033 94
115 3501 49
500 1470 92
46 3826 52
3252 2701 79
924 1794 23
1033 3798 80
1427 3035 76
2572 4405 57
2146 33 94
2253 2748 80
3298 4215 81
246 4715 3
4938 1114 29
4041 718 83
3019 1643 77
3093 4028 27
3525 1807 14
4352 4380 72
2408 1526 5
4954 131 5
3533 4781 20
613 1380 88
1867 1318 54
596 1711 72
4730 1083 67
658 4176 95
384 4053 55
850 3406 35
721 2166 13
1977 2120 45
982 653 78
553 2618 58
4840 4486 28
1593 1434 40
4065 1164 23
883 1822 51
378 3558 5
4384 760 11
1418 1481 77
1330 4811 50
2726 793 3
3904 2698 22
1461 2539 8
1689 484 94
4980 901 58
3002 1785 32
1552 3515 42
4156 2899 55
1518 4317 36
1047 1999 99
2696 4726 44
4998 4982 43
1271 1443 82
2030 4484 66
4223 4464 20
3932 3818 5
1815 371 20
3257 879 19
1811 2398 88
3198 4797 87
749 2493 13
4092 3843 95
134 115 91
67 3497 27
485 2721 44
1804 1653 62
4908 3469 33
2879 3078 13
2397 1241 63
2584 791 12
4770 1540 57
3035 633 100
1281 2119 67
2323 2187 65
2850 4024 38
4193 828 91
706 2088 12
1239 4967 90
4003 2364 83
517 1300 75
1828 2422 67
1984 457 100
2335 3091 72
4154 414 59
3118 4616 83
1155 161 63
2197 868 51
1709 2107 18
650 2462 34
2185 2979 34
3159 1159 8
3377 4495 18
2877 1830 9
2200 984 23
2358 454 92
2892 2961 53
606 159 21
4056 3220 80
3825 222 94
958 2407 25
743 1918 84
4302 296 79
3319 4525 62
427 1725 46
4302 435 1
2793 4679 62
2797 285 73
3670 4341 93
1649 4518 68
4795 476 75
919 2571 46
3203 1873 42
1333 193 19
1294 1972 44
3592 1274 31
4992 419 10
705 3217 95
1578 1887 88
2022 4888 6
2689 4683 34
2116 1955 57
3461 158 30
1454 2843 75
3972 490 48
4567 4082 74
597 426 94
1306 1131 63
3652 2709 2
339 1084 42
2896 3773 26
929 889 81
2885 702 91
3066 2156 86
4793 2480 76
3492 2047 10
3465 3996 36
210 1654 68
1524 306 29
4725 1997 13
519 4893 39
4644 2174 80
2076 1411 83
1018 830 39
4155 623 20
1431 4115 19
492 3932 16
3628 495 22
4247 2019 29
2575 3097 78
3340 3616 24
4230 4612 98
1009 3040 62
3491 410 92
4482 4565 15
1601 996 82
3471 1489 66
4338 1469 61
1860 716 33
1040 4643 82
3569 4335 50
992 3565 14
1942 4575 54
4303 4418 64
3846 3900 29
4012 1853 78
3293 325 19
4210 1015 40
4271 4227 56
4055 267 51
1936 189 87
1137 1181 4
4950 4475 31
3155 130 50
1770 3976 50
4950 2988 56
4127 2633 33
2497 1844 48
2336 2467 76
4243 2874 95
794 4810 84
3032 2299 18
3835 2249 93
1918 404 24
3067 2174 52
4468 3476 93
2723 2604 26
2655 1453 22
4955 142 41
130 737 15
3276 2883 77
260 915 76
1129 1103 25
121 3021 81
596 2440 7
48 1908 84
3840 984 40
1617 4991 45
2591 4946 39
1031 1428 77
2346 4705 60
4822 1317 28
950 3798 83
4326 3919 4
3107 868 96
1765 2268 4
3900 2460 40
3639 429 32
2536 3020 30
1574 4052 11
1350 2750 68
362 3924 85
289 4874 35
2671 4201 54
4426 3660 74
3621 1777 42
1076 678 2
868 669 32
651 3205 4
380 1132 8
2890 3834 58
1457 4196 35
2693 837 61
2727 3508 14
3033 4286 26
4206 4259 4
4000 336 82
1253 1204 3
2584 1855 61
3288 3587 93
747 2830 27
4605 639 24
91 4685 61
1803 2412 22
2717 1797 60
3642 2356 20
2697 1356 8
1078 2609 64
2833 1546 19
2793 1186 58
3885 1933 88
3811 2890 28
4286 4333 13
599 1137 77
1772 206 27
2231 200 35
3302 2898 91
4709 3976 52
3672 3161 50
842 954 88
1600 4839 22
1539 3 64
2118 641 98
2382 1240 87
59 4364 93
2237 1596 93
1771 1250 91
4013 960 20
216 4632 81
2966 475 36
4605 3427 27
1826 4966 30
4642 2085 24
439 4467 64
77 878 29
3569 4467 77
3613 1238 27
204 1603 39
3475 1820 72
4907 1138 99
942 743 78
4521 3922 44
3102 3564 81
2325 355 1
4141 1784 31
3969 353 99
3097 318 89
3475 1874 45
4814 349 17
2137 257 55
1287 2551 50
3864 3424 24
2759 1527 40
92 3852 95
1892 2993 79
922 3314 84
772 2763 3
3213 2591 29
2257 3757 79
4473 894 88
4179 3533 91
980 2397 16
1704 1508 95
2343 1600 99
4690 3492 45
3820 767 11
3304 2891 75
4458 1104 66
2486 4713 23
2216 538 69
3555 4717 2
2446 2050 51
1113 3754 59
1307 2449 60
1705 2139 4
2801 960 71
2212 616 15
4386 1426 71
503 3912 85
377 2481 75
2497 1036 45
3150 4834 95
1200 947 49
2110 3606 98
3269 1664 90
4273 4465 50
2395 1677 18
4761 2415 44
3232 4270 8
2768 4647 89
2842 3496 78
3986 1646 12
3532 2846 60
480 4957 18
1230 4578 82
471 203 48
4320 2599 77
137 3712 93
3732 1944 63
1239 4712 63
1228 3907 59
4957 4245 6
2168 2778 4
1679 4610 13
4797 840 92
930 2663 95
1529 1983 46
3806 3472 59
4850 2204 55
164 4796 68
126 1024 27
4937 2333 72
42 4501 50
697 2533 61
1310 2330 53
1501 4612 17
1895 1142 52
2593 4948 25
2003 1150 81
3357 1314 77
776 1441 53
2102 1378 86
2674 2772 40
2375 3469 73
335 1131 55
488 2632 67
4656 880 9
807 3473 9
1783 1828 59
1316 185 74
4292 962 67
997 3064 97
34 2090 21
3573 4466 42
997 1153 74
751 2993 6
1470 2649 38
1978 4809 63
139 1592 91
3097 2908 77
3722 3553 91
2140 902 7
1936 2288 98
2208 862 16
950 3211 21
823 315 15
4680 1785 16
4418 115 77
3980 254 70
1723 4704 30
3299 4778 35
2189 1919 89
495 207 78
2244 2416 92
4811 3366 3
4884 541 70
2950 221 55
3665 991 23
542 1324 77
363 3047 33
4444 2698 12
3431 1239 83
3319 3086 90
1848 331 6
1239 1494 24
194 1378 65
4463 4328 39
1870 4346 30
4392 1240 54
3520 2955 53
2353 3751 51
2316 2182 90
4198 1854 77
2639 54 60
3497 2646 6
2720 2840 85
3837 3655 65
175 525 63
3856 1269 3
3862 4790 10
1914 3495 62
2665 811 44
1006 1361 50
1082 352 5
4193 3849 51
3799 2922 43
1135 3111 50
4151 4638 28
1514 3494 97
1468 2356 39
4378 623 34
2391 3288 97
2586 646 10
4636 1729 63
3092 2274 64
4194 2425 38
4488 4912 49
3437 4064 87
4264 1930 34
2713 4750 42
951 480 65
4037 2871 53
2933 458 100
895 1446 81
4209 4538 7
1372 84 33
4162 4572 45
3710 4361 9
4249 4978 91
3282 2691 42
1023 4994 22
4388 4031 94
2392 3317 4
1043 4212 50
2775 4773 40
1782 1145 24
3214 307 48
910 370 61
2671 971 39
1361 4253 82
1154 1628 77
76 2368 60
3221 1113 29
1824 2156 93
1873 4932 66
4164 3066 64
187 2632 23
3486 3542 93
1146 1213 64
137 3927 69
1818 81 50
4846 1509 18
1906 4730 83
4986 2906 40
2279 4779 24
4344 295 42
259 482 74
1482 320 16
4426 2819 82
3342 2956 61
1510 4774 94
4011 4621 4
2529 2879 86
3511 2865 93
3002 1496 24
3777 2193 20
2618 2452 54
4091 3934 75
459 3361 94
4392 1703 50
2252 4565 76
2897 3577 97
3700 2458 28
1938 2321 94
1730 1676 42
4005 453 35
224 3072 88
4630 3515 74
3004 3974 87
549 4718 42
1050 3322 8
2677 1220 37
3926 1272 47
3053 3210 20
1398 4940 96
1240 298 50
3274 522 74
4113 1504 41
3887 860 68
3373 1409 86
915 3811 9
4374 1489 81
1410 1767 53
3608 4820 64
3127 2571 56
4323 3811 6
2324 3437 29
4749 2551 85
689 1438 46
1956 4811 7
4294 2078 19
4954 1452 60
1834 4214 27
1338 2822 99
4053 2302 70
1709 1625 33
1014 301 71
2194 50 22
1231 2091 60
4776 400 23
1082 4694 54
2552 4648 6
1863 2834 73
2941 4172 47
3840 4578 49
3661 1287 26
2294 3653 27
4364 2200 29
337 4783 21
2748 4559 73
1322 641 67
1975 4546 67
433 1409 53
3105 4351 77
4951 3191 55
452 3204 94
2577 498 100
4 1214 52
184 1551 35
2456 651 94
128 1974 87
3846 3949 33
2212 4382 43
1116 3839 46
4193 143 89
1847 595 93
2141 4524 44
2440 880 58
2643 1065 62
1277 3521 13
4470 2 87
1008 3848 37
741 2413 71
3235 3529 63
80 2722 58
1468 922 5
2412 3063 29
3855 1855 10
1513 4498 27
3426 2127 100
4638 1597 2
2825 2605 51
1313 4698 64
535 4285 45
3597 4365 68
4506 2185 90
1010 950 5
2039 4805 12
300 2670 62
4626 1096 89
177 735 86
4379 4912 43
3781 1225 94
596 3112 79
940 3062 97
359 2568 34
700 3579 84
4104 1970 90
2067 2270 12
4528 3248 9
4116 3425 96
1653 4156 8
3148 4289 33
4341 1237 45
4819 2178 7
2367 3889 28
2101 4590 7
2784 46 77
4625 2114 99
4137 1642 47
1097 759 24
3792 2412 33
1399 560 22
1583 1253 60
4879 2425 90
1238 4792 79
165 1893 21
4023 1030 68
3499 2007 82
1597 2496 24
4295 3593 83
418 3737 48
2050 136 60
2972 3071 66
1483 2951 91
3524 541 83
3102 706 29
4975 4729 11
542 4580 18
3223 1177 15
2546 472 60
3981 2242 50
4180 4293 86
1291 3617 10
4656 100 61
446 3624 2
2381 3078 60
1209 4405 41
2419 4947 21
636 3170 98
2702 2069 22
4714 2402 64
463 2934 57
2700 577 26
3009 234 78
2621 2032 54
2774 4413 33
4985 622 38
1925 4393 38
3445 1382 60
2494 4084 81
2015 150 83
131 1965 69
2539 1018 47
3565 4027 81
1042 3001 13
3496 2127 79
380 2113 1
1669 390 95
2906 3836 77
3666 2682 13
2846 1050 16
781 1181 81
3001 3720 99
4447 3637 79
2479 4680 32
2544 4528 11
2022 1260 24
2122 2929 67
2968 2188 3
196 2206 37
2861 1404 87
676 3537 68
1808 1539 41
3959 986 78
1489 4818 10
3372 2362 90
2382 4384 50
4858 2858 32
2724 2179 20
778 2375 78
1514 1588 34
3301 2264 72
2620 425 63
660 736 1
3690 2225 19
1399 1949 81
4989 4331 17
4838 541 76
321 3265 55
1640 395 82
2869 1910 71
503 1563 87
3026 4183 12
2088 1196 100
3488 4886 77
4707 1285 26
4639 2626 58
3956 3817 99
1131 4138 17
1837 2131 12
1270 0 74
940 1855 37
579 4881 73
4290 1969 69
1442 458 55
818 1517 92
2144 1156 19
4153 112 88
1703 2595 26
2519 784 57
83 2055 10
4556 4347 17
1945 4926 99
4869 569 20
2637 2011 30
1643 2829 47
3286 1325 56
2556 478 68
643 3534 16
4221 2405 52
4929 3840 7
1990 3397 7
907 1694 33
1057 1563 2
3176 552 65
2106 3547 47
3904 3185 72
1859 742 3
1279 2737 37
4646 1958 94
3797 1888 35
1356 3878 84
3262 1137 78
1446 2194 93
3848 371 97
964 3829 96
910 4085 81
2182 2297 23
1636 3576 13
3272 4574 71
17 4723 11
4251 1079 42
3234 693 79
263 2140 74
207 2340 97
703 3304 26
1098 4215 11
1031 2749 8
353 4385 36
117 4009 62
488 4026 86
450 3278 17
4291 2864 11
4270 4480 3
2795 4687 43
1691 1743 99
768 4193 14
2578 224 63
3038 1930 100
3425 2047 9
3387 3887 36
4424 4338 66
1540 3629 30
4350 4251 62
2004 3398 50
646 89 45
3945 857 38
2810 4788 15
4425 2826 45
424 2603 92
433 990 80
820 414 70
4485 3307 99
2366 4009 3
4728 1014 1
3129 3012 43
3273 3309 100
2610 1120 40
3524 1897 18
2720 2321 22
2612 4106 64
2743 4926 79
2212 763 38
1662 3130 47
1716 4210 61
3817 2339 74
3711 612 83
4462 4574 55
2 4451 52
4719 2171 26
3392 1135 32
3056 3878 11
4486 2442 26
4223 457 8
2969 2173 18
4082 2342 57
1855 1053 69
4289 1868 96
2844 1870 47
4647 2941 18
3772 2686 6
3356 742 84
4218 1580 79
843 803 36
1951 124 61
2268 4206 4
1277 2413 9
897 1703 77
92 899 99
3738 546 41
908 4319 27
4213 4027 21
2748 3245 1
3726 440 56
1513 2391 80
1474 1012 39
129 2289 52
4837 3186 7
1414 4631 58
1212 3369 57
304 629 28
730 4842 55
4602 3943 100
3702 2669 40
4957 535 84
2689 3361 48
4627 3490 89
330 3327 27
4089 1093 58
3746 3658 80
302 3962 9
2529 1045 4
135 647 47
4634 702 68
926 659 3
961 3348 16
3360 4327 6
3048 4658 86
2274 3747 79
2484 3845 37
1063 500 52
1623 4381 97
3378 4517 96
2724 503 98
2444 2781 58
1346 94 58
1314 3454 86
3419 1502 96
204 129 95
4435 2613 92
2323 28 92
4174 3003 74
2070 1382 43
1966 458 46
3915 2902 80
172 601 74
2482 1915 29
4119 334 31
414 1891 12
3160 1326 77
4751 3649 57
1843 4176 61
4668 1246 95
2010 4564 53
1207 3480 56
3186 4 57
260 3838 72
788 2957 58
4170 4723 49
4034 2883 27
1510 2635 29
367 830 5
3579 1850 3
3173 212 68
3225 1419 100
2532 958 4
1088 2570 95
2911 3358 52
69 3880 76
469 2914 11
2196 777 98
276 2496 80
1180 2427 30
4682 600 42
4101 177 14
2000 4062 72
1256 150 42
4350 3062 52
1753 4483 84
3880 4952 51
3891 3500 28
4240 3776 76
420 4956 3
3449 991 55
1691 1444 84
2704 4797 46
1027 1053 49
1920 1755 11
2523 4860 46
2006 3741 98
756 2632 99
1635 3224 75
1362 3644 84
2164 2094 27
1270 137 71
554 4193 68
3899 220 73
3747 3492 28
3009 1015 89
1754 3021 82
1804 130 66
4002 3117 90
1328 4480 35
4963 2996 29
4589 4267 18
660 4821 11
1527 72 83
4800 172 75
1179 3181 42
2419 1288 15
2400 3092 45
1365 3446 15
3555 1126 47
741 1090 43
3669 679 10
4438 1339 83
3048 4219 56
4582 371 28
3256 1550 61
649 322 1
1063 2722 45
1608 440 43
2974 3995 70
3820 1088 60
2662 1109 91
2124 547 83
1406 4947 2
2113 4529 25
2992 2785 75
3405 3434 49
105 849 72
1250 3809 64
3544 1783 11
613 603 99
124 4618 8
315 1742 55
3197 4500 2
1650 2966 31
474 958 68
2200 4363 54
4249 821 3
372 3423 13
1935 1967 48
3845 2581 52
1843 4057 22
950 4372 64
1956 3921 16
1557 1923 82
2039 2397 41
1658 4598 56
4711 199 77
4965 571 100
4029 3858 20
4877 2703 1
1328 4546 58
101 1848 83
4264 156 4
631 1713 80
3613 104 77
3905 1762 27
4912 2825 78
1741 2790 49
1992 3172 7
4211 3049 62
4011 729 60
4221 830 60
155 1446 16
10 2077 81
1789 2042 85
966 2299 47
2444 2212 24
4122 3953 67
2722 945 39
3829 157 88
342 520 17
1402 1093 47
661 1248 93
77 1259 22
2557 3048 65
1494 4014 64
2192 2811 76
716 1933 81
3382 4655 79
4220 4836 36
4459 179 8
4075 2933 2
873 3594 50
4117 23 9
4438 3933 58
1802 427 24
2818 2619 35
1045 3335 20
3226 3069 76
2704 3641 64
3691 3100 43
198 2175 28
2799 4400 23
3001 3517 98
3109 2956 31
2618 1110 10
2494 280 30
180 1326 17
4800 904 39
427 4960 80
890 3 81
2885 201 8
2812 4353 9
2686 3706 26
2584 1815 34
2766 786 97
4728 3280 77
2957 4812 55
2225 4612 59
915 39 71
1895 930 74
2327 3815 28
4934 2979 33
3294 666 39
172 4602 6
1357 2368 92
3653 2096 24
2582 1405 89
4188 4983 1
1699 2250 93
4169 4145 75
2995 2824 42
2022 2759 21
1754 2405 87
1544 2577 89
3149 3935 10
1893 3940 58
268 2874 16
3456 2063 51
2609 3762 1
1801 4283 99
3275 2278 23
4916 4300 34
4536 2406 40
1175 3950 69
1063 3452 56
1024 345 49
4434 613 23
4249 422 38
1751 3031 100
1503 4832 84
401 3107 62
2124 4375 15
4309 3911 73
3900 86 24
1069 2502 76
3524 3526 73
2624 4312 38
3247 4913 60
2284 1664 91
1436 3168 75
4871 3569 34
4232 2045 9
598 2707 73
4371 1607 59
3446 2676 13
973 2553 92
3845 177 4
3682 4776 18
294 3413 82
4936 4849 2
4411 4720 24
4696 304 21
3005 903 28
1577 1626 36
1587 72 64
4100 2397 17
1491 1242 47
3194 1276 23
4811 1570 36
4445 2859 37
3598 2270 57
1321 3318 14
2442 2675 69
2621 4252 95
3056 2192 19
2520 1292 16
888 4135 10
4434 2329 86
4109 3493 9
2196 4290 68
133 2888 90
4141 562 8
3454 4356 84
22 1977 88
4568 34 80
4186 3906 24
2553 4794 59
2162 581 41
4400 4690 86
3208 1886 76
1227 3371 16
1516 2513 30
123 2319 86
2758 2342 16
4646 3262 2
77 2449 8
1801 1354 54
4011 4869 35
4903 621 77
4288 181 16
4315 1408 87
3583 2924 100
3412 4399 20
3950 2158 14
1465 3156 76
366 3233 77
4525 1386 84
3478 1750 5
4365 1653 26
4941 942 7
3756 257 15
2295 192 39
3346 3605 38
1717 3907 48
2430 372 4
2758 2090 90
534 1615 76
2369 1445 78
4073 810 32
1398 2104 74
3904 2212 83
4170 4507 76
1008 2854 33
3598 4571 40
4697 2002 12
2601 1112 54
1442 2998 69
1669 368 14
3647 4441 77
2278 840 33
1851 1096 45
4385 267 53
760 2627 7
2092 1225 30
3683 2275 84
4294 4876 96
3347 2670 95
367 4339 63
3833 2986 56
4461 264 96
2193 3467 45
2137 4205 12
2941 1317 91
247 4762 69
4829 3445 44
1412 4092 72
460 3791 42
1154 4159 81
3568 4344 20
423 3805 36
4471 998 56
967 3135 61
1378 2429 78
2120 2676 40
4088 3857 86
3331 270 78
3802 730 69
1943 3236 80
776 3156 24
2595 3579 29
1030 4402 79
637 369 67
3097 3099 96
3227 220 24
1766 4308 82
103 2640 4
2532 2794 86
2401 1090 22
4132 1866 78
3856 813 9
3736 3195 12
4615 3833 33
1333 1930 33
4128 157 5
951 3276 13
2984 3379 5
287 912 100
4672 4665 42
3645 3797 8
774 4005 21
1483 4094 68
2946 3709 1
4778 1394 84
1062 522 93
3918 2825 69
4731 2162 1
887 2449 65
4838 3474 30
4879 3471 79
1786 4246 37
858 729 31
4478 27 40
578 1157 86
1313 3572 8
2206 2490 85
2726 2221 47
1626 4461 49
2790 4299 75
4971 4179 46
950 2317 92
2286 4528 73
2716 4006 52
3207 936 10
92 2250 82
3851 4456 72
1787 3534 46
1886 161 7
786 2951 58
4512 4275 89
357 1577 7
1801 215 87
325 4283 45
3877 2490 81
4938 3934 83
3219 4137 91
342 2276 26
1039 514 87
1197 1300 90
655 812 65
643 2522 94
4301 675 9
3839 1000 92
2383 1229 34
3216 1167 20
1298 738 9
189 1081 86
3966 2120 100
1552 4670 53
4793 325 65
2310 2320 87
1403 1622 62
712 1813 15
655 4197 44
3089 2413 64
808 63 2
4017 1604 35
854 570 8
1853 2122 78
1857 3268 3
1322 578 75
4660 1981 49
3674 4045 63
40 1053 12
1283 4142 25
1398 1302 40
900 319 45
2834 2525 15
3241 731 90
4670 2588 58
72 3910 36
499 4923 69
2547 4949 67
1409 4989 20
820 2624 14
3996 4023 16
2236 4923 88
2080 4109 13
3846 3703 44
2735 3373 85
4892 4798 47
3979 297 70
1400 2844 19
2866 606 60
1737 1426 85
4750 1775 8
4065 4011 83
1404 2443 92
4917 2641 95
512 377 69
3696 1621 67
2143 1953 16
1864 3353 60
1535 2571 66
1194 4308 45
3478 410 20
4785 827 83
2367 2232 78
411 2149 19
805 4013 48
925 2710 70
843 1205 75
1058 3069 28
4118 4604 99
4135 2151 59
1931 629 69
1502 1767 96
1436 486 28
3813 897 29
184 3055 95
1931 3980 5
1652 4824 62
3326 882 83
4705 1352 88
2303 1840 39
1913 123 20
1933 1626 39
1429 3062 26
4508 3228 75
1089 3412 30
1683 1695 63
1339 4700 87
2200 3026 21
2482 2732 26
3721 1387 66
2111 4653 41
2483 1586 67
4621 4367 82
2246 3876 10
3473 1317 74
1402 4352 69
4664 2043 69
4102 4243 48
4423 3077 32
3800 3151 71
17 1614 24
1357 449 11
4324 71 78
3057 3669 6
18 2142 75
391 4897 27
2459 4561 70
580 16 65
3079 791 95
3310 4591 98
2632 4608 64
256 965 14
818 1641 85
747 4698 6
4553 4716 49
2379 1459 98
4558 271 11
3779 851 27
2244 282 18
1490 4944 9
239 2576 69
602 2832 35
2767 2 28
3 750 79
909 1655 47
309 4034 7
4606 3592 78
4816 2372 81
43 968 15
2412 3810 59
3021 401 35
941 2355 20
3475 123 22
355 126 72
1933 1035 27
4579 1344 14
37 2302 58
766 2119 82
3698 2162 2
1912 4574 12
70 3947 65
805 4889 21
724 4716 44
645 1423 22
2669 3356 58
1347 4288 54
4060 677 57
3070 1444 28
4451 142 42
3153 2055 68
2016 3477 16
1281 4282 57
2901 1358 25
996 3356 49
4217 1025 57
3474 3724 97
1780 4137 75
2388 2207 71
115 1658 65
1356 4811 72
3523 3180 50
990 4461 84
4698 2362 43
4475 3358 51
675 3927 28
231 2402 52
1780 534 89
4006 4274 48
4028 741 7
4192 3449 70
2764 3324 50
1165 4315 63
3848 365 77
4242 4840 87
2992 1867 15
4119 3451 69
323 231 3
663 589 77
3211 4617 70
3769 3809 19
4138 2925 43
4040 442 58
3402 4291 76
2831 4885 68
617 4230 36
2331 3349 87
2799 24 18
3801 688 7
429 3899 76
2798 2668 85
3616 3158 63
4111 2198 5
2568 1953 48
4095 4784 34
463 401 64
3698 4085 65
1736 1884 90
3653 2038 78
2511 2467 29
986 1618 97
4622 1586 55
1184 697 6
4541 4618 11
2188 3713 47
4721 528 100
2836 578 85
4301 2314 70
2142 2319 8
4319 1182 27
1747 2168 45
3195 3143 84
2801 679 33
958 220 51
1068 3761 17
2314 4834 97
314 2671 76
3750 3324 90
2719 466 62
3726 1137 44
3553 4236 65
1349 2431 8
2084 1584 39
3517 2543 12
919 3611 73
2035 2278 7
32 3944 30
4959 2694 6
2200 1766 72
1761 492 61
2505 397 97
1769 3099 80
528 183 65
1318 52 60
2329 972 23
2101 3007 1
3060 4391 97
3041 702 44
1347 2903 10
1470 4664 54
2731 3521 4
4579 1642 3
211 2170 38
2427 3489 91
2186 2170 63
1908 4272 22
261 3684 66
2557 1725 68
3900 4424 23
3361 895 40
3315 4978 61
18 4557 4
1172 1120 26
2509 3547 67
251 733 38
3965 2642 62
2039 2903 46
4504 1812 23
4023 713 100
1446 426 47
4885 3741 25
3197 3759 34
1800 4931 55
278 3793 2
2244 396 88
1381 4362 30
1142 1401 85
939 2257 97
3814 1280 62
1113 4078 89
659 315 82
1535 3513 94
1968 1665 77
4874 1943 70
1328 4188 67
3515 1921 81
4696 4416 82
3780 355 91
1028 521 71
342 1634 2
82 3645 17
3563 180 30
3508 3501 96
3385 4727 39
3406 1055 79
3824 4570 1
3604 618 17
1137 750 24
927 1779 46
3350 3473 32
1203 4907 30
3019 4822 62
4701 3331 63
1696 1716 91
1986 122 98
2817 3947 21
569 3903 39
2737 41 90
260 2320 21
4657 2022 94
2041 3225 53
3070 1245 75
631 946 6
3046 3994 22
188 2332 97
3385 149 96
2505 718 99
2244 3455 92
4085 3716 13
2705 4725 87
1150 1766 13
4502 4836 10
2676 1820 56
534 1218 2
107 1406 34
4803 1143 84
4798 3649 2
49 2245 10
340 2682 26
4304 387 3
291 2889 70
4503 3743 58
1312 1419 30
419 3305 48
3520 3413 54
305 3216 50
888 4367 99
3542 4416 96
4651 1108 78
828 413 17
1730 2056 58
751 1559 1
961 4223 72
2990 994 78
2590 866 91
2243 1171 59
744 2060 26
1542 1954 94
2289 1605 3
718 3785 68
886 1867 24
3943 2619 35
743 4932 58
315 2922 4
3192 512 70
834 4108 41
1692 4852 53
1918 2747 7
4263 1388 64
1365 2107 49
1584 4345 17
2507 3289 88
2693 4032 20
750 699 94
1153 243 59
3774 1077 67
1215 2770 71
2067 1040 70
1226 1655 11
1989 4373 18
2890 957 63
4306 4817 4
1045 2510 37
1364 4613 88
957 2118 32
2415 893 9
4333 2108 31
2456 527 23
4677 1753 79
3287 3743 52
356 2985 61
1771 2291 78
1474 4688 89
210 1052 2
2350 3361 20
3381 2129 65
489 2814 73
3072 270 1
1694 1300 54
3324 4587 49
2975 4944 34
4936 1715 77
3065 3189 65
2353 4752 69
2606 2102 83
4978 483 64
3242 2324 78
4967 1748 1
2219 3443 1
4872 1767 40
3973 1095 84
1058 2383 51
435 1800 93
851 4154 97
3672 3112 99
4854 4442 34
4517 2685 10
3346 4004 59
2446 1223 54
4198 2447 73
538 2772 20
1821 3831 3
2524 618 4
1416 1469 10
1412 1493 74
4862 1347 17
147 2216 54
2756 1915 58
3466 4361 33
2619 3560 80
1244 450 53
963 3623 84
4418 1147 2
4673 3915 23
4082 327 17
4307 1541 16
2623 1688 85
1328 797 100
2685 4263 13
1617 3235 25
4349 4479 75
3501 1794 99
2836 1212 46
2789 885 62
563 1319 41
3479 627 83
447 4602 71
4631 931 68
2082 3616 84
3894 1586 71
619 935 2
2793 788 96
4943 4976 9
1889 2765 94
4102 3328 66
1642 3160 93
2076 3607 95
4199 4590 26
2118 1672 95
4301 1918 33
2423 2537 20
24 1683 60
4420 1626 36
28 4867 53
2873 321 33
2038 3316 93
3182 392 52
2577 4591 42
4254 1710 66
900 2363 85
4132 4787 74
1003 4811 9
3662 4231 88
1297 611 55
3049 3485 29
4482 1875 45
426 58 37
4978 3987 81
471 4593 43
3989 494 6
4425 978 45
2398 1982 9
4759 644 92
3746 3294 4
3952 1343 41
4480 2177 16
3324 3956 26
3913 286 13
4093 2109 7
2335 1098 53
4292 523 31
2389 4274 65
1649 4033 62
140 2779 56
595 3083 51
887 2564 81
1703 888 37
280 4801 23
2845 246 32
3651 3933 83
2655 4578 58
2637 3319 32
4602 4968 17
3563 108 48
2170 2056 32
2120 2943 96
600 998 36
4388 1279 38
2110 4124 36
3294 4127 70
1928 1782 100
1085 4419 19
869 373 87
4685 288 95
3985 2458 3
16 4579 47
4963 1531 45
798 920 24
2787 4382 100
23 2676 27
2544 956 61
4643 2042 81
61 2911 6
447 3948 95
2293 2933 53
1196 4301 32
3042 4264 64
2238 1415 36
1362 4202 18
961 577 47
1040 3121 3
2900 4116 97
532 4177 60
3538 976 9
1832 3270 94
2584 818 48
4268 212 64
2483 2450 79
1618 164 34
135 2478 11
2681 3518 85
2536 1418 1
4432 1951 31
592 1841 7
2052 3673 29
2797 1257 47
2844 525 11
3508 3008 14
1938 978 78
4571 1114 56
4134 147 26
1818 2683 45
4970 2116 48
2300 4060 89
607 2464 14
3535 261 71
3634 4458 49
296 4318 9
4409 1256 88
39 2180 54
1794 1314 1
4772 4484 85
4168 4454 53
515 1755 65
55 3714 29
3268 3601 42
4090 3587 100
1790 3884 70
3851 4645 27
538 4684 59
4691 2831 73
3991 2603 9
2327 1771 63
4131 3638 70
4995 3693 36
4675 3313 90
4617 3755 77
368 1898 13
438 749 59
1764 2639 43
2974 2330 74
498 2673 77
2506 1353 100
320 484 38
1242 1832 83
877 1507 48
466 1124 56
3643 2845 54
2055 3283 3
1465 1399 94
4208 4373 24
1133 4871 49
662 2377 54
1961 2697 91
1899 291 23
3233 1169 30
2881 2987 7
2636 1630 52
4289 38 87
3043 2855 86
4436 3415 59
4511 4549 82
3611 211 59
4065 3524 8
1355 1775 100
477 9 21
2458 2890 8
1916 1878 91
4219 1167 81
4805 562 36
1790 1350 52
4500 861 53
2081 824 16
3391 4889 40
3751 2596 68
4402 4425 77
1222 3236 19
2381 1504 97
171 724 16
703 1881 78
4091 24 80
4542 4524 93
2246 2958 17
161 1349 59
2952 1452 55
2519 854 33
2095 3428 69
2265 810 73
2961 2333 49
2528 3037 83
2657 2128 7
4136 3022 83
2828 268 41
3697 429 43
4455 3381 47
4161 2253 2
4645 700 82
3365 2966 92
3590 2279 26
4538 4808 15
3720 2465 95
4278 1602 17
4361 782 85
3753 4479 66
847 286 99
4394 800 52
